survey_name,user_id,question,response,question_type,q_order
housing-survey,4c698464-9232-4219-8b25-3316e4229e36,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,4cf87254-350b-4a52-9d09-41e780308e43,Where do you currently live?,Suburbs,single_select,2
housing-survey,4cf87254-350b-4a52-9d09-41e780308e43,When was the last time you moved?,Does not apply,single_select,7
housing-survey,4cf87254-350b-4a52-9d09-41e780308e43,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,4cf87254-350b-4a52-9d09-41e780308e43,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,4cf87254-350b-4a52-9d09-41e780308e43,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,4cf94fe9-6a04-4926-91cd-c5473000fba9,Where do you currently live?,City,single_select,1
housing-survey,4cf94fe9-6a04-4926-91cd-c5473000fba9,When was the last time you moved?,3-4 years go,single_select,4
housing-survey,4cf94fe9-6a04-4926-91cd-c5473000fba9,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,4cf94fe9-6a04-4926-91cd-c5473000fba9,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat unlikely,single_select,4
housing-survey,4cf94fe9-6a04-4926-91cd-c5473000fba9,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,4d08b9aa-8a63-41fa-9121-71a96b682e68,Where do you currently live?,City,single_select,1
housing-survey,4d08b9aa-8a63-41fa-9121-71a96b682e68,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,4d08b9aa-8a63-41fa-9121-71a96b682e68,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,4d08b9aa-8a63-41fa-9121-71a96b682e68,"In the next five years, what is the likelihood of you becoming a homeowner?",Very unlikely,single_select,5
housing-survey,4d08b9aa-8a63-41fa-9121-71a96b682e68,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,4d9de77d-74d6-401e-8bf3-93e2ff150248,Where do you currently live?,City,single_select,1
housing-survey,4d9de77d-74d6-401e-8bf3-93e2ff150248,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,4d9de77d-74d6-401e-8bf3-93e2ff150248,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,4d9de77d-74d6-401e-8bf3-93e2ff150248,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,4d9de77d-74d6-401e-8bf3-93e2ff150248,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,4da1c32a-5b35-4efa-8a1e-5fc5f95e67cc,Where do you currently live?,City,single_select,1
housing-survey,4da1c32a-5b35-4efa-8a1e-5fc5f95e67cc,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,4da1c32a-5b35-4efa-8a1e-5fc5f95e67cc,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,4da1c32a-5b35-4efa-8a1e-5fc5f95e67cc,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,4da1c32a-5b35-4efa-8a1e-5fc5f95e67cc,Rent control is a necessary and effective way to keep housing prices down.,Strongly disagree,single_select,5
housing-survey,4db6a193-7d8b-4b45-b78a-3613a0956e99,Where do you currently live?,City,single_select,1
housing-survey,4db6a193-7d8b-4b45-b78a-3613a0956e99,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,4db6a193-7d8b-4b45-b78a-3613a0956e99,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,4db6a193-7d8b-4b45-b78a-3613a0956e99,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat unlikely,single_select,4
housing-survey,4db6a193-7d8b-4b45-b78a-3613a0956e99,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,4e26554b-9228-40cf-9aff-4735b4cbf521,Where do you currently live?,Suburbs,single_select,2
housing-survey,4e26554b-9228-40cf-9aff-4735b4cbf521,When was the last time you moved?,3-4 years go,single_select,4
housing-survey,4e26554b-9228-40cf-9aff-4735b4cbf521,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,4e26554b-9228-40cf-9aff-4735b4cbf521,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,4e26554b-9228-40cf-9aff-4735b4cbf521,Rent control is a necessary and effective way to keep housing prices down.,Strongly disagree,single_select,5
housing-survey,4e80aa49-b5fa-4c8a-9c8e-0f594cb3ccdc,Where do you currently live?,City,single_select,1
housing-survey,4e80aa49-b5fa-4c8a-9c8e-0f594cb3ccdc,When was the last time you moved?,3-4 years go,single_select,4
housing-survey,4e80aa49-b5fa-4c8a-9c8e-0f594cb3ccdc,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,4e80aa49-b5fa-4c8a-9c8e-0f594cb3ccdc,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,4e80aa49-b5fa-4c8a-9c8e-0f594cb3ccdc,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,4e8c4a39-d6de-4fa4-a8c5-ccba06b8ac44,Where do you currently live?,City,single_select,1
housing-survey,4e8c4a39-d6de-4fa4-a8c5-ccba06b8ac44,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,4e8c4a39-d6de-4fa4-a8c5-ccba06b8ac44,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,4e8c4a39-d6de-4fa4-a8c5-ccba06b8ac44,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,4e8c4a39-d6de-4fa4-a8c5-ccba06b8ac44,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,4f35fdad-5f36-43df-8f32-3fb3c62e79e3,Where do you currently live?,City,single_select,1
housing-survey,4f35fdad-5f36-43df-8f32-3fb3c62e79e3,When was the last time you moved?,3-4 years go,single_select,4
housing-survey,4f35fdad-5f36-43df-8f32-3fb3c62e79e3,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,4f35fdad-5f36-43df-8f32-3fb3c62e79e3,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,4f35fdad-5f36-43df-8f32-3fb3c62e79e3,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,4f706cb3-d58f-4bf8-b593-f42671d10b60,Where do you currently live?,Rural area,single_select,3
housing-survey,4f706cb3-d58f-4bf8-b593-f42671d10b60,When was the last time you moved?,4-5 years ago,single_select,5
housing-survey,4f706cb3-d58f-4bf8-b593-f42671d10b60,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,4f706cb3-d58f-4bf8-b593-f42671d10b60,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,4f706cb3-d58f-4bf8-b593-f42671d10b60,Rent control is a necessary and effective way to keep housing prices down.,Strongly disagree,single_select,5
housing-survey,502c134f-8e84-4ef3-bd44-7839d7d20009,Where do you currently live?,City,single_select,1
housing-survey,502c134f-8e84-4ef3-bd44-7839d7d20009,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,502c134f-8e84-4ef3-bd44-7839d7d20009,"In your area, how do you expect housing prices to change in the next year?",Decrease somewhat,single_select,4
housing-survey,502c134f-8e84-4ef3-bd44-7839d7d20009,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,502c134f-8e84-4ef3-bd44-7839d7d20009,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,505308d9-8c8f-48ac-8bdb-19cfd45ed604,Where do you currently live?,City,single_select,1
housing-survey,505308d9-8c8f-48ac-8bdb-19cfd45ed604,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,505308d9-8c8f-48ac-8bdb-19cfd45ed604,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,505308d9-8c8f-48ac-8bdb-19cfd45ed604,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,505308d9-8c8f-48ac-8bdb-19cfd45ed604,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,51190886-14f3-43d3-b7e5-b8bb5badc060,Where do you currently live?,Suburbs,single_select,2
housing-survey,51190886-14f3-43d3-b7e5-b8bb5badc060,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,51190886-14f3-43d3-b7e5-b8bb5badc060,"In your area, how do you expect housing prices to change in the next year?",Decrease a lot,single_select,5
housing-survey,51190886-14f3-43d3-b7e5-b8bb5badc060,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,51190886-14f3-43d3-b7e5-b8bb5badc060,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,519e1f4e-fc98-4ae7-af81-3c4ca8b86911,Where do you currently live?,City,single_select,1
housing-survey,519e1f4e-fc98-4ae7-af81-3c4ca8b86911,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,519e1f4e-fc98-4ae7-af81-3c4ca8b86911,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,519e1f4e-fc98-4ae7-af81-3c4ca8b86911,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,519e1f4e-fc98-4ae7-af81-3c4ca8b86911,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,51cf3c41-a753-403d-b39b-283930968a1f,Where do you currently live?,City,single_select,1
housing-survey,51cf3c41-a753-403d-b39b-283930968a1f,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,51cf3c41-a753-403d-b39b-283930968a1f,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,51cf3c41-a753-403d-b39b-283930968a1f,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,51cf3c41-a753-403d-b39b-283930968a1f,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,51f61e9e-74f9-44cc-8f50-50733604eed2,Where do you currently live?,Rural area,single_select,3
housing-survey,51f61e9e-74f9-44cc-8f50-50733604eed2,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,51f61e9e-74f9-44cc-8f50-50733604eed2,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,51f61e9e-74f9-44cc-8f50-50733604eed2,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,51f61e9e-74f9-44cc-8f50-50733604eed2,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,52c449c2-01cd-4c5a-9184-f9a54db9b90b,Where do you currently live?,City,single_select,1
housing-survey,52c449c2-01cd-4c5a-9184-f9a54db9b90b,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,5358151a-dd2e-45a6-842d-dbd42500652c,Where do you currently live?,Suburbs,single_select,2
housing-survey,5358151a-dd2e-45a6-842d-dbd42500652c,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,5358151a-dd2e-45a6-842d-dbd42500652c,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,5358151a-dd2e-45a6-842d-dbd42500652c,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,5358151a-dd2e-45a6-842d-dbd42500652c,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,53bb085e-8f4e-4a7a-9178-2a9dd1456a21,Where do you currently live?,City,single_select,1
housing-survey,53bb085e-8f4e-4a7a-9178-2a9dd1456a21,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,53bb085e-8f4e-4a7a-9178-2a9dd1456a21,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,53bb085e-8f4e-4a7a-9178-2a9dd1456a21,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,53bb085e-8f4e-4a7a-9178-2a9dd1456a21,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,549fc6cc-53e9-4e34-adb0-51d6fea125bb,Where do you currently live?,City,single_select,1
housing-survey,549fc6cc-53e9-4e34-adb0-51d6fea125bb,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,549fc6cc-53e9-4e34-adb0-51d6fea125bb,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,549fc6cc-53e9-4e34-adb0-51d6fea125bb,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,549fc6cc-53e9-4e34-adb0-51d6fea125bb,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,54e0090c-8a84-450e-87b4-c359ab1e3793,Where do you currently live?,Rural area,single_select,3
housing-survey,54e0090c-8a84-450e-87b4-c359ab1e3793,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,54e0090c-8a84-450e-87b4-c359ab1e3793,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,54e0090c-8a84-450e-87b4-c359ab1e3793,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,54e0090c-8a84-450e-87b4-c359ab1e3793,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,56049e80-1f84-46d7-9d04-9ef8ff757ef5,Where do you currently live?,City,single_select,1
housing-survey,56049e80-1f84-46d7-9d04-9ef8ff757ef5,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,56049e80-1f84-46d7-9d04-9ef8ff757ef5,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,56049e80-1f84-46d7-9d04-9ef8ff757ef5,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,56049e80-1f84-46d7-9d04-9ef8ff757ef5,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,56614d78-e3ff-47c9-9285-d1e321414eab,Where do you currently live?,Suburbs,single_select,2
housing-survey,56614d78-e3ff-47c9-9285-d1e321414eab,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,56614d78-e3ff-47c9-9285-d1e321414eab,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,56614d78-e3ff-47c9-9285-d1e321414eab,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,56614d78-e3ff-47c9-9285-d1e321414eab,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,57e31879-6acc-45cc-8dad-65a355842d11,Where do you currently live?,City,single_select,1
housing-survey,57e31879-6acc-45cc-8dad-65a355842d11,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,57e31879-6acc-45cc-8dad-65a355842d11,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,57e31879-6acc-45cc-8dad-65a355842d11,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,57e31879-6acc-45cc-8dad-65a355842d11,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,59157ef6-39c2-4520-9a36-c79eac786bb8,Where do you currently live?,Rural area,single_select,3
housing-survey,59157ef6-39c2-4520-9a36-c79eac786bb8,When was the last time you moved?,4-5 years ago,single_select,5
housing-survey,59157ef6-39c2-4520-9a36-c79eac786bb8,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,59157ef6-39c2-4520-9a36-c79eac786bb8,"In the next five years, what is the likelihood of you becoming a homeowner?",Very unlikely,single_select,5
housing-survey,59157ef6-39c2-4520-9a36-c79eac786bb8,Rent control is a necessary and effective way to keep housing prices down.,Somewhat disagree,single_select,4
housing-survey,59309f0a-9952-4f3e-af0c-852f97489f56,Where do you currently live?,City,single_select,1
housing-survey,59309f0a-9952-4f3e-af0c-852f97489f56,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,59309f0a-9952-4f3e-af0c-852f97489f56,"In your area, how do you expect housing prices to change in the next year?",Prefer not to answer,single_select,6
housing-survey,59309f0a-9952-4f3e-af0c-852f97489f56,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,59309f0a-9952-4f3e-af0c-852f97489f56,Rent control is a necessary and effective way to keep housing prices down.,Somewhat disagree,single_select,4
housing-survey,59940384-1d52-4a2b-b8b6-887b982d8bf1,Where do you currently live?,City,single_select,1
housing-survey,59940384-1d52-4a2b-b8b6-887b982d8bf1,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,59940384-1d52-4a2b-b8b6-887b982d8bf1,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,59940384-1d52-4a2b-b8b6-887b982d8bf1,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,59940384-1d52-4a2b-b8b6-887b982d8bf1,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,59fc2a7e-2a9f-4853-ab5a-12cbfd587fd8,Where do you currently live?,City,single_select,1
housing-survey,59fc2a7e-2a9f-4853-ab5a-12cbfd587fd8,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,59fc2a7e-2a9f-4853-ab5a-12cbfd587fd8,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,59fc2a7e-2a9f-4853-ab5a-12cbfd587fd8,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,59fc2a7e-2a9f-4853-ab5a-12cbfd587fd8,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,5ad86362-f8b7-44d0-ae69-3218dc8c8968,Where do you currently live?,Rural area,single_select,3
housing-survey,5ad86362-f8b7-44d0-ae69-3218dc8c8968,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,5ad86362-f8b7-44d0-ae69-3218dc8c8968,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,5ad86362-f8b7-44d0-ae69-3218dc8c8968,"In the next five years, what is the likelihood of you becoming a homeowner?",Very unlikely,single_select,5
housing-survey,5ad86362-f8b7-44d0-ae69-3218dc8c8968,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,5bbfef24-ca76-4e54-8a3d-faa1d268cb4c,Where do you currently live?,Suburbs,single_select,2
housing-survey,5bbfef24-ca76-4e54-8a3d-faa1d268cb4c,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,5bbfef24-ca76-4e54-8a3d-faa1d268cb4c,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,5bbfef24-ca76-4e54-8a3d-faa1d268cb4c,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat unlikely,single_select,4
housing-survey,5bbfef24-ca76-4e54-8a3d-faa1d268cb4c,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,5c1d71a9-3e32-4a02-8d4b-241f01f12a1b,Where do you currently live?,Suburbs,single_select,2
housing-survey,5c1d71a9-3e32-4a02-8d4b-241f01f12a1b,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,5c1d71a9-3e32-4a02-8d4b-241f01f12a1b,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,5c1d71a9-3e32-4a02-8d4b-241f01f12a1b,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,5c1d71a9-3e32-4a02-8d4b-241f01f12a1b,Rent control is a necessary and effective way to keep housing prices down.,Strongly disagree,single_select,5
housing-survey,5c746623-d598-419a-85b3-c1cbb7de9bb7,Where do you currently live?,Suburbs,single_select,2
housing-survey,5c746623-d598-419a-85b3-c1cbb7de9bb7,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,5c746623-d598-419a-85b3-c1cbb7de9bb7,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,5c746623-d598-419a-85b3-c1cbb7de9bb7,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,5c746623-d598-419a-85b3-c1cbb7de9bb7,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,5cdee763-9552-4d01-aa0c-8199ee42671f,Where do you currently live?,City,single_select,1
housing-survey,5cdee763-9552-4d01-aa0c-8199ee42671f,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,5d50b666-31d1-4704-900c-776c5fc8c1d7,Where do you currently live?,Suburbs,single_select,2
housing-survey,5d50b666-31d1-4704-900c-776c5fc8c1d7,When was the last time you moved?,4-5 years ago,single_select,5
housing-survey,5d50b666-31d1-4704-900c-776c5fc8c1d7,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,5de6e22a-4e9c-4203-a1b9-3965df2359c5,Where do you currently live?,Suburbs,single_select,2
housing-survey,5de6e22a-4e9c-4203-a1b9-3965df2359c5,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,5de6e22a-4e9c-4203-a1b9-3965df2359c5,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,5de6e22a-4e9c-4203-a1b9-3965df2359c5,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,5de6e22a-4e9c-4203-a1b9-3965df2359c5,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,5e2989d4-d966-4adc-824a-462cc645a278,Where do you currently live?,Rural area,single_select,3
housing-survey,5e2989d4-d966-4adc-824a-462cc645a278,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,5e2989d4-d966-4adc-824a-462cc645a278,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,5e2989d4-d966-4adc-824a-462cc645a278,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,5e2989d4-d966-4adc-824a-462cc645a278,Rent control is a necessary and effective way to keep housing prices down.,Strongly disagree,single_select,5
housing-survey,5e39b320-bef5-4fe8-be8e-132d0e300f54,Where do you currently live?,Suburbs,single_select,2
housing-survey,5e39b320-bef5-4fe8-be8e-132d0e300f54,When was the last time you moved?,3-4 years go,single_select,4
housing-survey,5e39b320-bef5-4fe8-be8e-132d0e300f54,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,5e39b320-bef5-4fe8-be8e-132d0e300f54,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,5e39b320-bef5-4fe8-be8e-132d0e300f54,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,5e4ecf44-d598-4ec8-9286-40ee4e080c40,Where do you currently live?,Rural area,single_select,3
housing-survey,5e4ecf44-d598-4ec8-9286-40ee4e080c40,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,5e4ecf44-d598-4ec8-9286-40ee4e080c40,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,5e4ecf44-d598-4ec8-9286-40ee4e080c40,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,5e4ecf44-d598-4ec8-9286-40ee4e080c40,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,5ea14bfd-cffb-4d5c-9ac0-806ef5e98857,Where do you currently live?,Suburbs,single_select,2
housing-survey,5ea14bfd-cffb-4d5c-9ac0-806ef5e98857,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,5ea14bfd-cffb-4d5c-9ac0-806ef5e98857,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,5ea14bfd-cffb-4d5c-9ac0-806ef5e98857,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,5ea14bfd-cffb-4d5c-9ac0-806ef5e98857,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,5ea74707-79d7-4267-aab5-9df2e93963d5,Where do you currently live?,City,single_select,1
housing-survey,5ea74707-79d7-4267-aab5-9df2e93963d5,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,5ea74707-79d7-4267-aab5-9df2e93963d5,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,5ea74707-79d7-4267-aab5-9df2e93963d5,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,5ea74707-79d7-4267-aab5-9df2e93963d5,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,5fcc083d-5c42-4a17-8ac1-159cd1eb7a54,Where do you currently live?,Rural area,single_select,3
housing-survey,5fcc083d-5c42-4a17-8ac1-159cd1eb7a54,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,5fcc083d-5c42-4a17-8ac1-159cd1eb7a54,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,5fcc083d-5c42-4a17-8ac1-159cd1eb7a54,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,5fcc083d-5c42-4a17-8ac1-159cd1eb7a54,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,5fd7d49e-8dfc-43f3-9a19-2ca75d20e885,Where do you currently live?,Suburbs,single_select,2
housing-survey,5fd7d49e-8dfc-43f3-9a19-2ca75d20e885,When was the last time you moved?,4-5 years ago,single_select,5
housing-survey,5feeb4f3-d0bf-4710-b129-433499ad1496,Where do you currently live?,City,single_select,1
housing-survey,5feeb4f3-d0bf-4710-b129-433499ad1496,When was the last time you moved?,3-4 years go,single_select,4
housing-survey,5feeb4f3-d0bf-4710-b129-433499ad1496,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,5feeb4f3-d0bf-4710-b129-433499ad1496,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,5feeb4f3-d0bf-4710-b129-433499ad1496,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,602c6c87-875c-43af-bec8-f8dc62f31b7c,Where do you currently live?,City,single_select,1
housing-survey,602c6c87-875c-43af-bec8-f8dc62f31b7c,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,602c6c87-875c-43af-bec8-f8dc62f31b7c,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,602c6c87-875c-43af-bec8-f8dc62f31b7c,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,602c6c87-875c-43af-bec8-f8dc62f31b7c,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,61200718-4dd9-42e0-bf3a-20051437caf1,Where do you currently live?,City,single_select,1
housing-survey,61200718-4dd9-42e0-bf3a-20051437caf1,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,61200718-4dd9-42e0-bf3a-20051437caf1,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
